Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Youri Tielemans,26.0,Midfielder,Premier League,Aston Villa,32.0,17.0,1622.0,18.0,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,128.0,46.0,0.11,0.33,0.44,0.11,0.44,0.07,0.14,0.21,0.07,0.21,18.0,49.0,2.72,40.0,1.0,1.0,3.0,2.0,2.0,16.0,0.89,14.0,0.0,0.0,1.0,0.0,1.0,789.0,949.0,83.1,12925.0,4025.0,397.0,434.0,91.5,315.0,368.0,85.6,58.0,92.0,63.0,6.0,2.6,2.2,3.4,18.0,101.0,25.0,1.0,128.0,0.0,22.0,29.0,0.0,31.0,15.0,20.0,0.0,0.0,0.0,97.0,13.0,9.0,59.1,2.0,14.0,5.0,35.7,0.78,0.28,0.14,0.4,20.0,0.0,0.0,0.0,1.3,1.3,0.09,0.7,0.7,41.0,20.0,17.0,18.0,6.0,16.0,40.0,40.0,24.0,23.0,3.0,20.0,15.0,56.0,9.0,0.0,51.0,47.4,17.0,77.0,6.0,15.0,21.0,0.0,1.91,40.0,27.0,13.0,0.72,0.62,33.5,30.5,3.0,0.17,0.15,1096.0,45.0,215.0,589.0,299.0,27.0,1096.0,29.0,15.0,51.7,10.0,34.5,635.0,2872.0,1361.0,23.0,27.0,7.0
Umut Tohumcu,18.0,Midfielder,Bundesliga,Hoffenheim,20.0,12.0,1011.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.6,18.0,46.0,27.0,0.0,0.18,0.18,0.0,0.18,0.04,0.1,0.14,0.04,0.14,11.2,24.0,2.14,20.0,0.0,0.0,0.0,2.0,2.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,366.0,419.0,87.4,5711.0,1505.0,203.0,216.0,94.0,134.0,150.0,89.3,24.0,33.0,72.7,2.0,1.1,2.0,0.9,9.0,45.0,11.0,2.0,46.0,0.0,10.0,24.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,62.0,2.0,10.0,16.7,0.0,15.0,3.0,20.0,1.34,0.27,0.0,0.0,23.8,0.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5,16.0,12.0,9.0,7.0,0.0,6.0,19.0,31.6,13.0,11.0,1.0,10.0,6.0,22.0,12.0,0.0,51.0,33.0,12.0,67.0,2.0,8.0,26.0,6.0,1.4,22.0,17.0,5.0,0.45,0.66,18.0,17.2,0.8,0.07,0.42,524.0,22.0,109.0,306.0,115.0,9.0,524.0,18.0,3.0,16.7,12.0,66.7,324.0,1528.0,788.0,18.0,13.0,2.0
Corentin Tolisso,28.0,Midfielder,Ligue 1,Lyon,25.0,21.0,1741.0,19.3,2.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,3.2,2.4,1.8,4.2,30.0,153.0,67.0,0.1,0.05,0.16,0.05,0.1,0.17,0.09,0.26,0.13,0.22,19.3,52.0,2.69,40.0,1.0,0.0,9.0,1.0,1.0,3.0,0.16,1.0,0.0,0.0,2.0,0.0,0.0,1059.0,1257.0,84.2,19107.0,5916.0,452.0,513.0,88.1,447.0,510.0,87.6,124.0,168.0,73.8,1.0,1.8,3.6,-0.8,26.0,126.0,30.0,11.0,153.0,0.0,24.0,23.0,1.0,36.0,10.0,21.0,0.0,1.0,0.0,117.0,37.0,22.0,62.7,2.0,38.0,13.0,34.2,1.96,0.67,0.03,0.08,18.9,1.0,1.0,1.0,3.2,2.4,0.06,-1.2,-1.4,33.0,21.0,13.0,11.0,9.0,14.0,33.0,42.4,19.0,26.0,9.0,17.0,10.0,43.0,18.0,0.0,70.0,56.9,21.0,76.0,8.0,4.0,36.0,2.0,1.72,19.0,28.0,-9.0,-0.47,-0.67,24.2,26.6,-2.3,-0.12,-0.11,1451.0,60.0,314.0,794.0,351.0,39.0,1450.0,9.0,5.0,55.6,4.0,44.4,1130.0,6039.0,2509.0,30.0,43.0,2.0
Sandro Tonali,23.0,Midfielder,Premier League,Newcastle Utd,8.0,5.0,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,11.0,19.0,21.0,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,4.9,12.0,2.47,10.0,1.0,0.0,0.0,1.0,0.0,3.0,0.62,2.0,0.0,0.0,0.0,1.0,0.0,241.0,280.0,86.1,3776.0,870.0,130.0,141.0,92.2,94.0,109.0,86.2,11.0,19.0,57.9,0.0,0.6,0.5,-0.6,7.0,16.0,4.0,2.0,19.0,0.0,9.0,6.0,0.0,11.0,2.0,7.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0,1.0,3.0,2.0,66.7,0.62,0.41,0.33,0.5,15.8,0.0,0.0,0.0,0.7,0.7,0.22,0.3,0.3,7.0,7.0,4.0,2.0,1.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,2.0,9.0,4.0,0.0,55.0,12.8,5.0,74.0,1.0,3.0,22.0,1.0,1.63,11.0,5.0,6.0,1.23,0.72,10.1,6.3,3.8,0.78,0.45,307.0,5.0,60.0,179.0,70.0,8.0,307.0,6.0,3.0,50.0,2.0,33.3,191.0,965.0,409.0,11.0,4.0,1.0
Pablo Torre,20.0,Midfielder,La Liga,Girona,26.0,4.0,701.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.6,25.0,65.0,40.0,0.0,0.26,0.26,0.0,0.26,0.1,0.11,0.21,0.1,0.21,7.8,24.0,3.07,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.77,6.0,0.0,0.0,0.0,0.0,0.0,356.0,429.0,83.0,5756.0,1588.0,193.0,218.0,88.5,126.0,145.0,86.9,27.0,40.0,67.5,2.0,0.9,1.5,1.1,11.0,42.0,17.0,0.0,65.0,0.0,8.0,21.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,42.0,0.0,7.0,0.0,0.0,13.0,1.0,7.7,1.67,0.13,0.0,0.0,19.3,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,5.0,2.0,0.0,5.0,0.0,4.0,10.0,40.0,6.0,10.0,2.0,8.0,4.0,9.0,6.0,1.0,27.0,20.5,4.0,66.0,0.0,22.0,20.0,10.0,2.08,14.0,10.0,4.0,0.51,-0.64,13.2,13.1,0.1,0.01,-0.53,518.0,10.0,68.0,260.0,195.0,24.0,518.0,19.0,6.0,31.6,10.0,52.6,359.0,1713.0,909.0,25.0,18.0,4.0
Óliver Torres,28.0,Midfielder,La Liga,Sevilla,27.0,18.0,1616.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.2,2.7,40.0,96.0,110.0,0.0,0.06,0.06,0.0,0.06,0.03,0.12,0.15,0.03,0.15,18.0,58.0,3.23,47.0,7.0,0.0,0.0,4.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,714.0,883.0,80.9,10966.0,3224.0,402.0,439.0,91.6,233.0,284.0,82.0,54.0,108.0,50.0,1.0,2.2,2.5,-1.2,22.0,75.0,18.0,8.0,96.0,0.0,26.0,23.0,6.0,44.0,6.0,22.0,0.0,0.0,0.0,127.0,11.0,28.0,28.2,0.0,9.0,3.0,33.3,0.5,0.17,0.0,0.0,20.4,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,37.0,22.0,17.0,15.0,5.0,22.0,57.0,38.6,35.0,40.0,4.0,36.0,6.0,43.0,6.0,0.0,60.0,47.3,18.0,76.0,3.0,9.0,27.0,3.0,1.22,20.0,17.0,3.0,0.17,0.62,20.5,22.8,-2.3,-0.13,0.31,1040.0,12.0,169.0,555.0,326.0,26.0,1040.0,24.0,11.0,45.8,12.0,50.0,587.0,2657.0,1296.0,40.0,15.0,5.0
Lucas Torró,29.0,Midfielder,La Liga,Osasuna,28.0,21.0,1788.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,0.6,2.0,3.0,60.0,15.0,0.05,0.0,0.05,0.05,0.05,0.07,0.03,0.1,0.07,0.1,19.9,26.0,1.31,19.0,1.0,1.0,4.0,1.0,0.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,604.0,798.0,75.7,9666.0,2491.0,298.0,368.0,81.0,250.0,310.0,80.6,40.0,71.0,56.3,0.0,0.6,0.6,-0.6,9.0,56.0,6.0,0.0,60.0,0.0,43.0,16.0,0.0,3.0,33.0,15.0,0.0,0.0,0.0,115.0,71.0,41.0,63.4,1.0,30.0,7.0,23.3,1.51,0.35,0.03,0.14,22.3,1.0,0.0,0.0,1.5,1.5,0.05,-0.5,-0.5,25.0,15.0,11.0,8.0,6.0,11.0,28.0,39.3,17.0,10.0,2.0,8.0,33.0,58.0,37.0,0.0,64.0,52.3,21.0,79.0,10.0,7.0,18.0,9.0,1.11,22.0,30.0,-8.0,-0.4,-0.24,20.5,29.3,-8.8,-0.44,-0.41,986.0,54.0,223.0,551.0,214.0,35.0,986.0,8.0,6.0,75.0,1.0,12.5,423.0,1829.0,555.0,3.0,7.0,1.0
Abdoulaye Touré,29.0,Midfielder,Ligue 1,Le Havre,30.0,27.0,2284.0,25.4,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,3.0,1.4,0.9,2.3,22.0,148.0,25.0,0.08,0.0,0.08,0.0,0.0,0.12,0.04,0.15,0.05,0.09,25.4,44.0,1.73,37.0,0.0,2.0,1.0,3.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1031.0,1238.0,83.3,18110.0,5195.0,413.0,483.0,85.5,475.0,546.0,87.0,92.0,122.0,75.4,0.0,0.9,0.9,-0.9,12.0,119.0,7.0,0.0,148.0,0.0,27.0,32.0,0.0,4.0,25.0,28.0,0.0,0.0,0.0,173.0,42.0,40.0,51.2,2.0,31.0,8.0,25.8,1.22,0.32,0.0,0.0,27.4,0.0,2.0,2.0,3.0,1.4,0.04,-1.0,-1.4,47.0,28.0,22.0,22.0,3.0,30.0,60.0,50.0,30.0,30.0,8.0,22.0,25.0,72.0,33.0,0.0,76.0,74.6,27.0,83.0,15.0,3.0,12.0,0.0,0.9,19.0,34.0,-15.0,-0.59,-1.05,24.7,40.4,-15.7,-0.62,-0.9,1504.0,77.0,385.0,946.0,194.0,17.0,1502.0,42.0,29.0,69.0,12.0,28.6,1107.0,5683.0,2425.0,22.0,37.0,2.0
Lucas Tousart,26.0,Midfielder,Bundesliga,Union Berlin,23.0,18.0,1572.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,0.9,2.4,15.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,17.5,24.0,1.37,17.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,523.0,74.4,6364.0,1878.0,184.0,232.0,79.3,151.0,183.0,82.5,33.0,51.0,64.7,0.0,0.9,0.4,-0.9,7.0,33.0,2.0,0.0,51.0,0.0,31.0,8.0,0.0,9.0,25.0,20.0,0.0,0.0,0.0,93.0,38.0,38.0,50.0,0.0,25.0,6.0,24.0,1.43,0.34,0.0,0.0,18.0,0.0,0.0,0.0,1.5,1.5,0.06,-1.5,-1.5,35.0,20.0,14.0,17.0,4.0,17.0,37.0,45.9,20.0,32.0,9.0,23.0,25.0,60.0,41.0,0.0,68.0,51.4,18.0,80.0,10.0,5.0,28.0,3.0,0.83,11.0,28.0,-17.0,-0.97,-0.49,20.7,23.9,-3.2,-0.18,0.25,772.0,57.0,230.0,390.0,163.0,44.0,772.0,21.0,10.0,47.6,11.0,52.4,333.0,1707.0,762.0,15.0,13.0,5.0
Andros Townsend,32.0,Midfielder,Premier League,Luton Town,27.0,14.0,1210.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,47.0,35.0,71.0,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,13.4,36.0,2.68,24.0,5.0,3.0,3.0,1.0,0.0,6.0,0.45,4.0,0.0,1.0,1.0,0.0,0.0,304.0,432.0,70.4,5162.0,1225.0,148.0,173.0,85.5,111.0,147.0,75.5,32.0,74.0,43.2,3.0,1.3,1.8,1.7,18.0,23.0,16.0,12.0,35.0,0.0,13.0,12.0,2.0,74.0,5.0,13.0,0.0,0.0,0.0,68.0,0.0,10.0,0.0,1.0,20.0,7.0,35.0,1.49,0.52,0.05,0.14,23.7,2.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,21.0,13.0,11.0,2.0,8.0,13.0,27.0,48.1,14.0,12.0,0.0,12.0,5.0,26.0,10.0,0.0,45.0,35.4,14.0,67.0,1.0,13.0,21.0,3.0,0.78,16.0,27.0,-11.0,-0.82,0.08,11.0,25.4,-14.4,-1.07,-0.21,582.0,21.0,89.0,223.0,280.0,21.0,582.0,34.0,16.0,47.1,14.0,41.2,347.0,2425.0,1099.0,47.0,31.0,7.0
Bertrand Traoré,27.0,Midfielder,La Liga,Villarreal,11.0,6.0,568.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.4,1.3,29.0,30.0,63.0,0.16,0.0,0.16,0.16,0.16,0.15,0.06,0.21,0.15,0.21,6.3,16.0,2.54,11.0,1.0,1.0,1.0,2.0,0.0,3.0,0.48,2.0,0.0,0.0,1.0,0.0,0.0,167.0,213.0,78.4,2751.0,847.0,88.0,108.0,81.5,55.0,68.0,80.9,17.0,26.0,65.4,0.0,0.4,0.7,-0.4,5.0,13.0,12.0,2.0,30.0,0.0,7.0,21.0,2.0,9.0,1.0,4.0,1.0,0.0,0.0,22.0,4.0,3.0,57.1,1.0,20.0,7.0,35.0,3.17,1.11,0.05,0.14,19.4,0.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1,5.0,4.0,2.0,1.0,2.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,1.0,6.0,2.0,0.0,52.0,16.6,6.0,77.0,1.0,5.0,22.0,2.0,2.0,17.0,5.0,12.0,1.9,2.28,11.3,5.7,5.6,0.88,1.16,305.0,2.0,37.0,110.0,163.0,24.0,305.0,27.0,8.0,29.6,19.0,70.4,200.0,1492.0,836.0,29.0,15.0,7.0
Boubacar Traoré,21.0,Midfielder,Premier League,Wolves,24.0,7.0,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.7,9.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,9.1,13.0,1.43,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,383.0,455.0,84.2,5849.0,1360.0,207.0,234.0,88.5,138.0,158.0,87.3,23.0,34.0,67.6,0.0,0.4,0.3,-0.4,6.0,34.0,7.0,3.0,29.0,0.0,23.0,4.0,1.0,6.0,5.0,23.0,0.0,0.0,0.0,62.0,6.0,16.0,27.3,0.0,11.0,1.0,9.1,1.21,0.11,0.0,0.0,27.9,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,35.0,23.0,16.0,17.0,2.0,9.0,21.0,42.9,12.0,12.0,2.0,10.0,5.0,40.0,7.0,0.0,34.0,23.9,7.0,78.0,5.0,17.0,16.0,9.0,1.0,9.0,23.0,-14.0,-1.54,-1.5,9.3,18.7,-9.5,-1.04,-0.64,556.0,17.0,128.0,346.0,89.0,3.0,556.0,15.0,10.0,66.7,4.0,26.7,283.0,1417.0,567.0,9.0,14.0,1.0
Daouda Traoré,17.0,Midfielder,Ligue 1,Nice,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0.2,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,130.0,26.0,5.0,5.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.63,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,0.0,0.0,0.0,1.0,16.0,5.0,1.0,1.0,0.0,1.0,5.63,5.33,0.3,0.2,0.1,0.36,-0.07,11.0,0.0,0.0,6.0,5.0,1.0,11.0,1.0,0.0,0.0,1.0,100.0,8.0,32.0,23.0,1.0,0.0,0.0
Manu Trigueros,31.0,Midfielder,La Liga,Villarreal,14.0,2.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,7.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,3.4,8.0,2.33,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,141.0,168.0,83.9,2245.0,550.0,68.0,76.0,89.5,56.0,62.0,90.3,11.0,15.0,73.3,0.0,0.2,0.2,-0.2,5.0,16.0,4.0,0.0,20.0,0.0,5.0,3.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,15.0,4.0,1.0,80.0,0.0,6.0,3.0,50.0,1.75,0.87,0.0,0.0,20.5,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5,7.0,5.0,6.0,1.0,0.0,4.0,10.0,40.0,6.0,1.0,1.0,0.0,3.0,10.0,9.0,0.0,22.0,9.0,2.0,82.0,1.0,12.0,12.0,24.0,1.36,3.0,5.0,-2.0,-0.58,-0.64,5.0,3.8,1.1,0.33,0.45,201.0,13.0,50.0,91.0,60.0,5.0,201.0,1.0,0.0,0.0,1.0,100.0,107.0,589.0,179.0,7.0,4.0,2.0
Viktor Tsyhankov,25.0,Midfielder,La Liga,Girona,30.0,26.0,2052.0,22.8,8.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,6.2,6.2,5.9,12.1,65.0,89.0,226.0,0.35,0.31,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53,22.8,73.0,3.21,52.0,10.0,3.0,4.0,1.0,3.0,13.0,0.57,11.0,2.0,0.0,0.0,0.0,0.0,726.0,920.0,78.9,10334.0,2850.0,452.0,518.0,87.3,202.0,252.0,80.2,39.0,72.0,54.2,7.0,5.9,6.5,1.1,34.0,44.0,49.0,8.0,89.0,0.0,14.0,41.0,4.0,62.0,12.0,20.0,0.0,1.0,0.0,88.0,13.0,14.0,48.1,8.0,44.0,15.0,34.1,1.93,0.66,0.18,0.53,17.0,3.0,0.0,0.0,6.2,6.2,0.14,1.8,1.8,29.0,20.0,11.0,13.0,5.0,14.0,26.0,53.8,12.0,18.0,1.0,17.0,12.0,41.0,24.0,0.0,68.0,60.0,26.0,76.0,4.0,4.0,22.0,0.0,2.17,48.0,26.0,22.0,0.96,-0.15,38.0,32.2,5.8,0.25,-0.45,1162.0,29.0,161.0,443.0,567.0,104.0,1162.0,53.0,22.0,41.5,24.0,45.3,764.0,4554.0,2078.0,65.0,50.0,31.0
Beñat Turrientes,21.0,Midfielder,La Liga,Real Sociedad,29.0,19.0,1687.0,18.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.5,1.8,26.0,51.0,31.0,0.0,0.05,0.05,0.0,0.05,0.06,0.03,0.09,0.06,0.09,18.7,29.0,1.55,22.0,0.0,2.0,3.0,1.0,1.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,598.0,707.0,84.6,10126.0,2148.0,292.0,320.0,91.3,239.0,260.0,91.9,54.0,86.0,62.8,1.0,0.5,0.6,0.5,9.0,47.0,3.0,0.0,51.0,0.0,36.0,36.0,0.0,19.0,6.0,17.0,0.0,0.0,0.0,81.0,16.0,31.0,34.0,0.0,23.0,10.0,43.5,1.23,0.53,0.0,0.0,24.6,1.0,0.0,0.0,1.2,1.2,0.05,-1.2,-1.2,31.0,17.0,6.0,20.0,5.0,13.0,30.0,43.3,17.0,19.0,8.0,11.0,6.0,37.0,17.0,0.0,58.0,49.3,19.0,78.0,6.0,10.0,21.0,8.0,1.86,23.0,19.0,4.0,0.21,-0.2,19.7,20.4,-0.7,-0.04,-0.26,880.0,40.0,178.0,518.0,200.0,11.0,880.0,43.0,21.0,48.8,14.0,32.6,509.0,2885.0,1387.0,26.0,23.0,2.0
Manuel Ugarte Ribeiro,22.0,Midfielder,Ligue 1,Paris S-G,25.0,21.0,1932.0,21.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.9,1.5,16.0,87.0,24.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07,21.5,38.0,1.77,31.0,0.0,3.0,0.0,3.0,1.0,5.0,0.23,3.0,0.0,1.0,0.0,1.0,0.0,1214.0,1331.0,91.2,22281.0,4148.0,463.0,512.0,90.4,627.0,659.0,95.1,104.0,122.0,85.2,2.0,0.9,1.0,1.1,14.0,99.0,6.0,0.0,87.0,0.0,46.0,27.0,0.0,4.0,40.0,57.0,1.0,0.0,0.0,181.0,14.0,12.0,53.8,0.0,10.0,1.0,10.0,0.47,0.05,0.0,0.0,23.4,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,98.0,57.0,39.0,43.0,16.0,43.0,89.0,48.3,46.0,27.0,6.0,21.0,40.0,138.0,25.0,2.0,77.0,63.1,21.0,84.0,15.0,4.0,42.0,8.0,2.28,54.0,19.0,35.0,1.63,0.59,41.7,25.2,16.5,0.77,-0.21,1597.0,89.0,327.0,987.0,307.0,12.0,1597.0,40.0,21.0,52.5,15.0,37.5,1230.0,5575.0,2111.0,16.0,35.0,4.0
Lesley Ugochukwu,19.0,Midfielder,Premier League,Chelsea,12.0,3.0,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,3.3,5.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,183.0,84.7,2510.0,683.0,79.0,90.0,87.8,63.0,73.0,86.3,10.0,11.0,90.9,0.0,0.1,0.1,-0.1,3.0,11.0,5.0,0.0,17.0,0.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,12.0,9.0,2.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,8.0,2.0,4.0,10.0,40.0,6.0,6.0,2.0,4.0,1.0,15.0,5.0,0.0,25.0,8.8,3.0,72.0,1.0,9.0,9.0,5.0,1.5,3.0,6.0,-3.0,-0.9,-1.39,6.8,7.5,-0.7,-0.21,-0.7,214.0,14.0,66.0,120.0,31.0,2.0,214.0,6.0,3.0,50.0,1.0,16.7,128.0,620.0,358.0,8.0,2.0,2.0
