Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Lucien Agoume,21.0,Midfielder,Serie A,Inter,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,75.0,7.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,1.0,5.0,16.0,3.0,1.0,0.0,1.0,18.0,16.26,0.3,0.0,0.3,5.27,4.04,6.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,2.0,7.0,5.0,0.0,1.0,0.0
Lucien Agoume,21.0,Midfielder,La Liga,Sevilla,12.0,9.0,777.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.5,7.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,8.6,21.0,2.43,19.0,0.0,2.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,301.0,360.0,83.6,5285.0,1424.0,141.0,163.0,86.5,120.0,135.0,88.9,31.0,42.0,73.8,0.0,0.6,0.3,-0.6,9.0,36.0,5.0,1.0,35.0,0.0,19.0,2.0,0.0,2.0,7.0,18.0,0.0,0.0,0.0,48.0,9.0,7.0,56.3,0.0,6.0,2.0,33.3,0.69,0.23,0.0,0.0,13.2,0.0,0.0,0.0,0.9,0.9,0.14,-0.9,-0.9,23.0,18.0,7.0,14.0,2.0,9.0,12.0,75.0,3.0,6.0,1.0,5.0,7.0,30.0,8.0,0.0,65.0,22.7,9.0,79.0,5.0,3.0,22.0,1.0,1.42,11.0,12.0,-1.0,-0.12,0.05,11.5,14.6,-3.1,-0.36,-0.09,430.0,17.0,108.0,245.0,83.0,12.0,430.0,8.0,7.0,87.5,1.0,12.5,221.0,1218.0,590.0,7.0,3.0,2.0
Naouirou Ahamada,21.0,Midfielder,Premier League,Crystal Palace,20.0,0.0,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.0,0.5,19.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,3.9,9.0,2.3,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.77,3.0,0.0,0.0,0.0,0.0,0.0,150.0,187.0,80.2,2455.0,628.0,76.0,89.0,85.4,59.0,69.0,85.5,10.0,14.0,71.4,0.0,0.0,0.1,0.0,1.0,12.0,0.0,0.0,25.0,1.0,9.0,6.0,1.0,6.0,2.0,9.0,0.0,0.0,0.0,30.0,3.0,3.0,50.0,0.0,9.0,2.0,22.2,2.32,0.52,0.0,0.0,20.4,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,13.0,9.0,5.0,6.0,2.0,8.0,17.0,47.1,9.0,3.0,0.0,3.0,2.0,15.0,4.0,0.0,17.0,10.2,0.0,0.0,0.0,20.0,17.0,14.0,0.85,13.0,14.0,-1.0,-0.26,-0.26,10.0,8.6,1.4,0.35,0.49,240.0,6.0,46.0,123.0,75.0,8.0,240.0,13.0,7.0,53.8,5.0,38.5,150.0,1018.0,486.0,19.0,8.0,4.0
Tosin Aiyegun,25.0,Midfielder,Ligue 1,Lorient,19.0,10.0,902.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.8,1.8,0.3,2.1,17.0,16.0,52.0,0.2,0.0,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,10.0,13.0,1.3,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,154.0,203.0,75.9,2377.0,486.0,73.0,98.0,74.5,58.0,70.0,82.9,10.0,15.0,66.7,0.0,0.3,0.3,-0.3,7.0,7.0,2.0,0.0,16.0,0.0,13.0,16.0,3.0,8.0,2.0,4.0,1.0,0.0,0.0,33.0,6.0,10.0,37.5,2.0,11.0,3.0,27.3,1.1,0.3,0.18,0.67,22.7,0.0,0.0,0.0,1.8,1.8,0.17,0.2,0.2,6.0,4.0,2.0,3.0,1.0,3.0,9.0,33.3,6.0,4.0,1.0,3.0,2.0,8.0,8.0,0.0,47.0,29.5,10.0,73.0,2.0,9.0,20.0,3.0,0.79,15.0,25.0,-10.0,-1.0,-0.46,10.6,16.3,-5.6,-0.56,-0.08,291.0,10.0,54.0,120.0,123.0,21.0,291.0,26.0,12.0,46.2,13.0,50.0,227.0,1660.0,686.0,17.0,10.0,6.0
Ilias Akhomach,19.0,Midfielder,La Liga,Villarreal,31.0,17.0,1511.0,16.8,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.2,3.2,2.6,5.7,68.0,45.0,160.0,0.12,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34,16.8,57.0,3.4,34.0,2.0,13.0,2.0,5.0,1.0,3.0,0.18,2.0,0.0,1.0,0.0,0.0,0.0,372.0,481.0,77.3,5109.0,1318.0,239.0,275.0,86.9,101.0,133.0,75.9,14.0,28.0,50.0,2.0,2.6,2.5,-0.6,21.0,20.0,24.0,6.0,45.0,0.0,41.0,35.0,4.0,29.0,13.0,21.0,0.0,0.0,0.0,70.0,3.0,7.0,30.0,2.0,30.0,7.0,23.3,1.79,0.42,0.07,0.29,18.1,0.0,0.0,0.0,3.2,3.2,0.11,-1.2,-1.2,36.0,21.0,11.0,16.0,9.0,10.0,20.0,50.0,10.0,10.0,2.0,8.0,13.0,49.0,13.0,0.0,49.0,44.2,17.0,70.0,2.0,14.0,23.0,6.0,1.45,26.0,33.0,-7.0,-0.42,-0.75,25.5,29.0,-3.4,-0.2,-0.22,745.0,12.0,89.0,271.0,403.0,70.0,745.0,128.0,57.0,44.5,59.0,46.1,491.0,3523.0,2006.0,68.0,47.0,27.0
Ebenezer Akinsanmiro,18.0,Midfielder,Serie A,Inter,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,83.0,45.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.4,0.0,0.0,0.0,1.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,-1.77,0.3,0.0,0.3,1.76,0.52,9.0,0.0,3.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,83.0,11.0,0.0,1.0,0.0
Maghnes Akliouche,21.0,Midfielder,Ligue 1,Monaco,28.0,18.0,1613.0,17.9,7.0,4.0,11.0,7.0,0.0,0.0,5.0,0.0,5.4,5.4,3.5,8.9,46.0,93.0,135.0,0.39,0.22,0.61,0.39,0.61,0.3,0.19,0.49,0.3,0.49,17.9,88.0,4.91,59.0,11.0,6.0,3.0,4.0,5.0,9.0,0.5,7.0,0.0,0.0,0.0,0.0,2.0,645.0,833.0,77.4,9118.0,2859.0,380.0,444.0,85.6,196.0,246.0,79.7,32.0,69.0,46.4,4.0,3.5,3.4,0.5,38.0,64.0,38.0,3.0,93.0,0.0,33.0,31.0,1.0,54.0,9.0,23.0,0.0,0.0,0.0,110.0,4.0,19.0,17.4,7.0,36.0,22.0,61.1,2.01,1.23,0.19,0.32,15.7,1.0,0.0,0.0,5.4,5.4,0.15,1.6,1.6,37.0,23.0,12.0,20.0,5.0,12.0,36.0,33.3,24.0,21.0,0.0,21.0,9.0,46.0,3.0,0.0,58.0,52.7,18.0,78.0,3.0,10.0,20.0,3.0,1.93,32.0,17.0,15.0,0.84,0.15,32.4,20.9,11.5,0.64,0.64,1055.0,10.0,101.0,457.0,513.0,79.0,1055.0,52.0,27.0,51.9,22.0,42.3,815.0,4602.0,1866.0,46.0,45.0,14.0
Paul Akouokou,25.0,Midfielder,La Liga,Betis,2.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,94.1,280.0,65.0,7.0,8.0,87.5,7.0,7.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,3.0,3.0,3.0,100.0,0.0,3.0,1.0,2.0,1.0,6.0,1.0,0.0,14.0,0.8,0.0,0.0,0.0,2.0,14.0,1.0,1.5,1.0,1.0,0.0,0.0,-0.08,0.5,0.7,-0.2,-0.54,-0.38,26.0,2.0,10.0,14.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,8.0,0.0,0.0,0.0
Paul Akouokou,25.0,Midfielder,Ligue 1,Lyon,8.0,4.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,3.4,6.0,1.75,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,185.0,85.4,2723.0,717.0,61.0,73.0,83.6,76.0,81.0,93.8,14.0,19.0,73.7,0.0,0.0,0.1,0.0,0.0,16.0,0.0,0.0,13.0,0.0,9.0,3.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,25.0,8.0,5.0,61.5,0.0,2.0,0.0,0.0,0.59,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,14.0,9.0,2.0,10.0,2.0,6.0,7.0,85.7,1.0,5.0,1.0,4.0,6.0,20.0,11.0,0.0,38.0,10.0,4.0,56.0,0.0,4.0,21.0,7.0,0.88,1.0,5.0,-4.0,-1.17,-1.11,4.8,5.8,-1.0,-0.28,-0.23,231.0,16.0,52.0,142.0,37.0,1.0,231.0,4.0,3.0,75.0,0.0,0.0,168.0,633.0,179.0,0.0,4.0,0.0
Jean-Daniel Akpa-Akpro,30.0,Midfielder,Serie A,Monza,19.0,8.0,705.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,7.8,5.0,0.64,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,263.0,83.7,3557.0,826.0,113.0,128.0,88.3,95.0,104.0,91.3,12.0,15.0,80.0,0.0,0.1,0.2,-0.1,1.0,14.0,0.0,0.0,10.0,0.0,15.0,5.0,0.0,1.0,12.0,11.0,0.0,1.0,0.0,29.0,5.0,7.0,41.7,0.0,7.0,3.0,42.9,0.89,0.38,0.0,0.0,26.6,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5,20.0,11.0,14.0,4.0,2.0,3.0,9.0,33.3,6.0,10.0,4.0,6.0,12.0,32.0,15.0,1.0,37.0,20.6,8.0,67.0,1.0,11.0,15.0,15.0,1.37,9.0,11.0,-2.0,-0.26,0.08,5.9,15.1,-9.2,-1.17,-0.92,348.0,22.0,111.0,187.0,58.0,5.0,348.0,10.0,3.0,30.0,3.0,30.0,189.0,1226.0,591.0,11.0,9.0,1.0
Luis Alberto,30.0,Midfielder,Serie A,Lazio,33.0,29.0,2311.0,25.7,5.0,7.0,12.0,5.0,0.0,0.0,7.0,0.0,4.7,4.7,4.7,9.4,83.0,212.0,124.0,0.19,0.27,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,25.7,118.0,4.6,81.0,29.0,0.0,7.0,0.0,1.0,9.0,0.35,8.0,1.0,0.0,0.0,0.0,0.0,1303.0,1679.0,77.6,20459.0,6568.0,711.0,797.0,89.2,442.0,538.0,82.2,104.0,239.0,43.5,7.0,4.7,4.8,2.3,64.0,172.0,48.0,4.0,212.0,0.0,16.0,23.0,6.0,150.0,7.0,20.0,0.0,0.0,0.0,140.0,10.0,19.0,34.5,5.0,56.0,15.0,26.8,2.18,0.58,0.09,0.33,22.0,4.0,0.0,0.0,4.7,4.7,0.08,0.3,0.3,35.0,20.0,16.0,12.0,7.0,15.0,53.0,28.3,38.0,34.0,4.0,30.0,7.0,42.0,13.0,0.0,70.0,67.6,29.0,77.0,13.0,4.0,18.0,1.0,1.55,32.0,26.0,6.0,0.23,-0.09,29.7,28.2,1.5,0.06,-0.19,1904.0,23.0,231.0,1004.0,690.0,61.0,1904.0,45.0,25.0,55.6,16.0,35.6,1018.0,5303.0,3192.0,83.0,62.0,10.0
Thiago Alcántara,32.0,Midfielder,Premier League,Liverpool,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,130.0,30.0,3.0,3.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,-1.0,-15.0,-16.21,0.0,0.0,0.0,-0.62,-1.73,10.0,0.0,4.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,15.0,0.0,0.0,0.0
Carlos Alcaraz,20.0,Midfielder,Serie A,Juventus,10.0,3.0,380.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,27.0,9.0,0.0,0.24,0.24,0.0,0.24,0.09,0.03,0.12,0.09,0.12,4.2,6.0,1.42,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,143.0,165.0,86.7,2573.0,754.0,68.0,79.0,86.1,56.0,62.0,90.3,17.0,19.0,89.5,1.0,0.1,0.4,0.9,2.0,20.0,4.0,0.0,27.0,0.0,5.0,5.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,17.0,2.0,9.0,18.2,0.0,11.0,2.0,18.2,2.61,0.47,0.0,0.0,24.0,2.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4,6.0,6.0,0.0,6.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,5.0,11.0,4.0,0.0,38.0,11.1,3.0,75.0,1.0,7.0,22.0,3.0,1.4,8.0,5.0,3.0,0.71,0.12,5.5,6.1,-0.6,-0.14,-0.89,221.0,7.0,22.0,133.0,69.0,12.0,221.0,9.0,3.0,33.3,5.0,55.6,141.0,766.0,310.0,6.0,13.0,1.0
Rubén Alcaraz,32.0,Midfielder,La Liga,Cádiz,36.0,36.0,3134.0,34.8,3.0,1.0,4.0,1.0,2.0,2.0,14.0,0.0,3.3,1.7,1.4,3.1,27.0,154.0,37.0,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,34.8,75.0,2.15,52.0,10.0,1.0,7.0,2.0,3.0,5.0,0.14,3.0,0.0,0.0,2.0,0.0,0.0,1271.0,1582.0,80.3,23608.0,6666.0,577.0,637.0,90.6,487.0,558.0,87.3,167.0,303.0,55.1,1.0,1.4,1.6,-0.4,23.0,151.0,16.0,3.0,154.0,0.0,84.0,71.0,1.0,36.0,33.0,59.0,0.0,0.0,0.0,234.0,47.0,49.0,49.0,3.0,46.0,10.0,21.7,1.32,0.29,0.02,0.1,24.9,8.0,2.0,2.0,3.3,1.7,0.04,-0.3,-0.7,97.0,59.0,39.0,52.0,6.0,50.0,121.0,41.3,71.0,60.0,14.0,46.0,33.0,130.0,55.0,2.0,87.0,91.6,36.0,87.0,29.0,0.0,0.0,0.0,0.89,26.0,48.0,-22.0,-0.63,1.57,34.0,46.4,-12.4,-0.36,0.88,1970.0,91.0,470.0,1193.0,328.0,28.0,1968.0,23.0,10.0,43.5,11.0,47.8,997.0,4688.0,1909.0,27.0,27.0,3.0
Iván Alejo,28.0,Midfielder,La Liga,Cádiz,30.0,21.0,1692.0,18.8,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.5,0.5,1.3,1.8,48.0,31.0,104.0,0.0,0.11,0.11,0.0,0.11,0.03,0.07,0.1,0.03,0.1,18.8,37.0,1.97,25.0,3.0,1.0,0.0,8.0,0.0,5.0,0.27,3.0,0.0,0.0,0.0,2.0,0.0,245.0,481.0,50.9,4241.0,1711.0,117.0,163.0,71.8,70.0,147.0,47.6,39.0,104.0,37.5,2.0,1.3,2.8,0.7,16.0,17.0,25.0,22.0,31.0,0.0,49.0,49.0,9.0,151.0,7.0,23.0,0.0,1.0,0.0,87.0,15.0,18.0,45.5,0.0,11.0,2.0,18.2,0.59,0.11,0.0,0.0,21.9,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,40.0,23.0,23.0,11.0,6.0,17.0,57.0,29.8,40.0,20.0,0.0,20.0,7.0,47.0,17.0,0.0,56.0,49.5,21.0,71.0,3.0,9.0,22.0,5.0,1.0,14.0,26.0,-12.0,-0.64,0.25,17.3,25.7,-8.3,-0.44,-0.03,701.0,27.0,139.0,241.0,335.0,21.0,701.0,61.0,24.0,39.3,31.0,50.8,401.0,2974.0,1399.0,48.0,41.0,1.0
Carles Aleñá,25.0,Midfielder,La Liga,Getafe,29.0,10.0,1020.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,1.6,2.8,12.0,23.0,45.0,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25,11.3,36.0,3.18,21.0,12.0,0.0,1.0,1.0,1.0,2.0,0.18,1.0,1.0,0.0,0.0,0.0,0.0,308.0,396.0,77.8,5315.0,1146.0,144.0,169.0,85.2,114.0,138.0,82.6,38.0,59.0,64.4,1.0,1.6,1.0,-0.6,18.0,31.0,3.0,2.0,23.0,0.0,22.0,18.0,3.0,33.0,4.0,8.0,0.0,0.0,0.0,53.0,11.0,19.0,36.7,1.0,16.0,5.0,31.3,1.41,0.44,0.06,0.2,18.8,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2,24.0,8.0,7.0,14.0,3.0,10.0,24.0,41.7,14.0,14.0,3.0,11.0,4.0,28.0,13.0,0.0,35.0,29.8,10.0,58.0,0.0,19.0,23.0,5.0,1.1,12.0,22.0,-10.0,-0.88,-0.81,15.3,18.4,-3.1,-0.27,-0.08,546.0,14.0,74.0,251.0,223.0,22.0,546.0,28.0,6.0,21.4,20.0,71.4,308.0,1315.0,402.0,12.0,14.0,5.0
Aboubacar Ali,17.0,Midfielder,Ligue 1,Strasbourg,9.0,1.0,130.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,3.0,12.0,0.0,0.69,0.69,0.0,0.69,0.17,0.05,0.22,0.17,0.22,1.4,1.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,64.7,287.0,51.0,14.0,19.0,73.7,7.0,12.0,58.3,0.0,0.0,0.0,1.0,0.1,0.1,0.9,1.0,4.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,16.7,0.0,4.0,2.0,50.0,2.77,1.38,0.0,0.0,19.4,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,14.0,4.2,1.0,59.0,0.0,8.0,9.0,2.0,1.33,1.0,4.0,-3.0,-2.08,-1.8,2.3,1.8,0.5,0.36,0.49,56.0,1.0,4.0,19.0,35.0,7.0,56.0,3.0,1.0,33.3,2.0,66.7,41.0,312.0,79.0,3.0,1.0,1.0
Nabil Alioui,24.0,Midfielder,Ligue 1,Le Havre,18.0,12.0,1009.0,11.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.4,2.4,2.2,4.6,22.0,43.0,72.0,0.36,0.09,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41,11.2,40.0,3.56,24.0,11.0,3.0,2.0,0.0,0.0,2.0,0.18,1.0,1.0,0.0,0.0,0.0,0.0,228.0,358.0,63.7,3856.0,1464.0,118.0,151.0,78.1,64.0,92.0,69.6,35.0,83.0,42.2,1.0,2.2,2.5,-1.2,24.0,35.0,15.0,3.0,43.0,0.0,10.0,20.0,5.0,54.0,3.0,2.0,0.0,0.0,0.0,36.0,10.0,10.0,50.0,4.0,28.0,9.0,32.1,2.5,0.8,0.14,0.44,19.0,1.0,0.0,0.0,2.4,2.4,0.09,1.6,1.6,3.0,2.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,6.0,1.0,5.0,3.0,6.0,4.0,0.0,56.0,33.0,12.0,71.0,0.0,6.0,26.0,1.0,1.11,10.0,14.0,-4.0,-0.36,-0.05,11.9,15.2,-3.3,-0.3,0.14,485.0,6.0,50.0,224.0,221.0,33.0,485.0,38.0,15.0,39.5,21.0,55.3,340.0,1958.0,846.0,22.0,20.0,7.0
