Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Jordan Pefok,27.0,Forward,Bundesliga,Gladbach,25.0,18.0,1420.0,15.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,6.5,6.5,2.5,8.9,5.0,22.0,73.0,0.32,0.19,0.51,0.32,0.51,0.41,0.16,0.57,0.41,0.57,15.8,35.0,2.22,25.0,0.0,2.0,5.0,3.0,0.0,6.0,0.38,4.0,0.0,0.0,1.0,1.0,0.0,221.0,281.0,78.6,3069.0,514.0,123.0,153.0,80.4,65.0,74.0,87.8,12.0,16.0,75.0,3.0,2.5,1.9,0.5,20.0,14.0,4.0,0.0,22.0,0.0,35.0,30.0,7.0,0.0,5.0,4.0,1.0,0.0,0.0,35.0,47.0,45.0,51.1,5.0,35.0,9.0,25.7,2.22,0.57,0.14,0.56,10.9,0.0,0.0,0.0,6.5,6.5,0.2,-1.5,-1.5,10.0,4.0,0.0,8.0,2.0,3.0,8.0,37.5,5.0,12.0,3.0,9.0,5.0,15.0,28.0,0.0,57.0,46.4,18.0,74.0,6.0,7.0,14.0,1.0,1.0,28.0,31.0,-3.0,-0.19,0.25,27.2,22.0,5.2,0.33,1.05,470.0,35.0,56.0,273.0,144.0,64.0,470.0,13.0,3.0,23.1,9.0,69.2,253.0,934.0,285.0,5.0,4.0,2.0
Jordan Pefok,27.0,Forward,Bundesliga,Union Berlin,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.3,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,14.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.9,0.0,0.0,0.0,1.0,27.0,1.0,3.0,1.0,0.0,1.0,3.33,4.1,0.2,1.1,-0.9,-3.07,-2.79,12.0,0.0,2.0,4.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0
Dženan Pejčinović,18.0,Forward,Bundesliga,Wolfsburg,4.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.63,0.29,0.63,0.4,2.0,4.86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,60.0,76.0,0.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3,0.0,2.0,0.0,0.0,4.86,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.2,0.0,0.0,0.0,4.0,9.0,4.0,0.75,0.0,0.0,0.0,0.0,0.45,1.1,0.1,1.0,2.39,2.59,16.0,0.0,0.0,7.0,9.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,19.0,1.0,0.0,0.0
Pejiño,27.0,Forward,La Liga,Las Palmas,17.0,6.0,504.0,5.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.9,17.0,20.0,66.0,0.36,0.0,0.36,0.36,0.36,0.23,0.11,0.34,0.23,0.34,5.6,19.0,3.39,13.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,232.0,71.6,2484.0,625.0,97.0,110.0,88.2,48.0,72.0,66.7,14.0,33.0,42.4,0.0,0.6,0.5,-0.6,9.0,7.0,6.0,1.0,20.0,0.0,6.0,4.0,0.0,31.0,2.0,8.0,0.0,0.0,0.0,21.0,4.0,2.0,66.7,2.0,17.0,8.0,47.1,3.04,1.43,0.12,0.25,22.2,0.0,0.0,0.0,1.3,1.3,0.08,0.7,0.7,12.0,8.0,3.0,6.0,3.0,6.0,18.0,33.3,12.0,4.0,0.0,4.0,2.0,14.0,5.0,0.0,30.0,14.7,6.0,60.0,0.0,11.0,13.0,15.0,0.76,4.0,5.0,-1.0,-0.18,0.22,6.6,8.4,-1.8,-0.32,0.35,321.0,3.0,29.0,124.0,170.0,15.0,321.0,34.0,15.0,44.1,18.0,52.9,204.0,1363.0,511.0,17.0,15.0,4.0
Pietro Pellegri,22.0,Forward,Serie A,Torino,24.0,7.0,756.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.4,14.0,8.0,52.0,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16,8.4,12.0,1.43,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,86.0,138.0,62.3,1094.0,113.0,60.0,81.0,74.1,16.0,30.0,53.3,4.0,7.0,57.1,1.0,0.3,0.1,0.7,4.0,3.0,0.0,0.0,8.0,0.0,16.0,22.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,22.0,23.0,38.0,37.7,1.0,13.0,4.0,30.8,1.55,0.48,0.08,0.25,10.2,0.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0,5.0,1.0,1.0,4.0,0.0,1.0,5.0,20.0,4.0,4.0,1.0,3.0,2.0,7.0,3.0,0.0,32.0,22.1,7.0,65.0,0.0,17.0,18.0,7.0,1.42,10.0,12.0,-2.0,-0.24,-0.31,6.0,12.5,-6.5,-0.78,-1.01,231.0,5.0,18.0,99.0,123.0,25.0,231.0,15.0,5.0,33.3,7.0,46.7,129.0,835.0,366.0,14.0,15.0,2.0
Facundo Pellistri,21.0,Forward,Premier League,Manchester Utd,9.0,1.0,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,1.9,3.0,1.57,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,60.0,79.0,75.9,675.0,146.0,47.0,53.0,88.7,11.0,17.0,64.7,0.0,0.0,0.0,1.0,0.1,0.4,0.9,1.0,4.0,2.0,0.0,6.0,0.0,4.0,6.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,11.0,6.0,4.0,60.0,0.0,4.0,2.0,50.0,2.09,1.05,0.0,0.0,11.5,0.0,0.0,0.0,0.7,0.7,0.18,-0.7,-0.7,5.0,3.0,4.0,1.0,0.0,1.0,3.0,33.3,2.0,7.0,1.0,6.0,1.0,6.0,5.0,0.0,19.0,5.0,1.0,60.0,0.0,8.0,14.0,11.0,1.11,2.0,2.0,0.0,0.0,0.03,3.2,3.7,-0.5,-0.27,0.06,117.0,5.0,23.0,37.0,58.0,13.0,117.0,11.0,5.0,45.5,4.0,36.4,74.0,482.0,185.0,6.0,7.0,4.0
Faris Pemi Moumbagna,23.0,Forward,Ligue 1,Marseille,13.0,5.0,547.0,6.1,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,1.7,1.7,1.1,2.8,6.0,16.0,32.0,0.49,0.16,0.66,0.49,0.66,0.28,0.18,0.47,0.28,0.47,6.1,15.0,2.47,11.0,0.0,0.0,2.0,2.0,0.0,2.0,0.33,1.0,0.0,0.0,0.0,1.0,0.0,74.0,107.0,69.2,1071.0,269.0,45.0,62.0,72.6,26.0,35.0,74.3,1.0,3.0,33.3,1.0,1.1,0.3,-0.1,4.0,3.0,4.0,1.0,16.0,1.0,12.0,11.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,17.0,7.0,16.0,30.4,3.0,16.0,5.0,31.3,2.63,0.82,0.19,0.6,13.9,0.0,0.0,0.0,1.7,1.7,0.11,1.3,1.3,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,3.0,5.0,1.0,0.0,42.0,17.9,5.0,70.0,1.0,8.0,25.0,1.0,1.15,10.0,9.0,1.0,0.16,-0.19,10.6,7.5,3.0,0.5,-0.09,168.0,1.0,6.0,75.0,88.0,37.0,168.0,7.0,1.0,14.3,6.0,85.7,123.0,506.0,165.0,6.0,4.0,4.0
Mathias Pereira Lage,26.0,Forward,Ligue 1,Brest,30.0,12.0,1187.0,13.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,3.5,3.5,1.7,5.2,19.0,23.0,95.0,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4,13.2,37.0,2.81,19.0,9.0,2.0,1.0,4.0,2.0,5.0,0.38,2.0,2.0,0.0,0.0,0.0,1.0,266.0,395.0,67.3,3999.0,1074.0,136.0,174.0,78.2,78.0,118.0,66.1,26.0,67.0,38.8,2.0,1.7,1.7,0.3,14.0,16.0,5.0,2.0,23.0,0.0,18.0,22.0,6.0,66.0,10.0,15.0,0.0,0.0,0.0,39.0,30.0,37.0,44.8,3.0,36.0,16.0,44.4,2.73,1.21,0.08,0.19,17.9,4.0,0.0,0.0,3.5,3.5,0.1,-0.5,-0.5,21.0,15.0,7.0,8.0,6.0,7.0,28.0,25.0,21.0,14.0,5.0,9.0,10.0,31.0,13.0,0.0,40.0,38.8,12.0,73.0,0.0,18.0,18.0,1.0,1.77,18.0,9.0,9.0,0.68,0.2,18.9,14.4,4.5,0.34,0.12,564.0,15.0,70.0,215.0,285.0,45.0,564.0,28.0,8.0,28.6,16.0,57.1,354.0,2261.0,727.0,19.0,14.0,3.0
Roberto Pereyra,32.0,Forward,Serie A,Udinese,27.0,22.0,1858.0,20.6,4.0,3.0,7.0,3.0,1.0,1.0,6.0,0.0,3.5,2.7,1.9,4.7,39.0,70.0,82.0,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23,20.6,53.0,2.56,40.0,1.0,5.0,3.0,2.0,2.0,7.0,0.34,4.0,0.0,1.0,0.0,1.0,1.0,472.0,598.0,78.9,7424.0,2531.0,252.0,287.0,87.8,172.0,210.0,81.9,33.0,49.0,67.3,3.0,1.9,2.0,1.1,25.0,49.0,21.0,6.0,70.0,0.0,24.0,32.0,5.0,24.0,7.0,9.0,1.0,0.0,0.0,100.0,4.0,8.0,33.3,4.0,26.0,8.0,30.8,1.26,0.39,0.12,0.38,15.9,0.0,1.0,1.0,3.5,2.7,0.11,0.5,0.3,19.0,9.0,11.0,5.0,3.0,11.0,29.0,37.9,18.0,20.0,4.0,16.0,7.0,26.0,18.0,0.0,69.0,54.3,22.0,80.0,13.0,5.0,20.0,4.0,0.93,25.0,30.0,-5.0,-0.24,0.39,21.2,27.8,-6.6,-0.32,-0.12,806.0,36.0,182.0,387.0,253.0,41.0,805.0,40.0,16.0,40.0,22.0,55.0,486.0,3084.0,1350.0,39.0,21.0,8.0
Ayoze Pérez,30.0,Forward,La Liga,Betis,31.0,29.0,2294.0,25.5,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,7.4,7.4,3.9,11.3,90.0,80.0,175.0,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44,25.5,90.0,3.53,55.0,0.0,12.0,12.0,6.0,5.0,5.0,0.2,2.0,0.0,1.0,0.0,1.0,1.0,572.0,738.0,77.5,7137.0,1889.0,377.0,433.0,87.1,139.0,177.0,78.5,15.0,26.0,57.7,1.0,3.9,3.0,-2.9,29.0,46.0,22.0,0.0,80.0,0.0,36.0,48.0,11.0,19.0,22.0,32.0,0.0,0.0,0.0,121.0,20.0,34.0,37.0,9.0,68.0,26.0,38.2,2.67,1.02,0.13,0.35,13.5,0.0,0.0,0.0,7.4,7.4,0.11,1.6,1.6,59.0,32.0,16.0,33.0,10.0,21.0,49.0,42.9,28.0,42.0,4.0,38.0,22.0,81.0,18.0,0.0,74.0,67.1,29.0,78.0,12.0,2.0,22.0,1.0,1.45,28.0,28.0,0.0,0.0,-0.24,29.8,29.8,0.0,0.0,0.51,1125.0,19.0,126.0,510.0,513.0,156.0,1125.0,112.0,50.0,44.6,54.0,48.2,700.0,4465.0,2436.0,90.0,51.0,41.0
Matteo Perez Vinlöf,17.0,Forward,Bundesliga,Bayern Munich,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,156.0,22.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.5,0.0,0.0,0.0,1.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.45,0.0,0.0,0.0,-0.27,-1.84,19.0,0.0,9.0,6.0,4.0,0.0,19.0,1.0,0.0,0.0,1.0,100.0,9.0,30.0,11.0,0.0,0.0,0.0
Ivan Perišić,34.0,Forward,Premier League,Tottenham,5.0,0.0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,1.1,8.0,6.99,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,53.0,76.0,69.7,828.0,363.0,31.0,39.0,79.5,14.0,22.0,63.6,7.0,13.0,53.8,1.0,0.9,0.7,0.1,5.0,4.0,6.0,2.0,9.0,0.0,2.0,1.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,100.0,0.0,2.0,0.0,0.0,1.75,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,3.0,2.0,1.0,1.0,1.0,3.0,5.0,60.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,21.0,3.0,0.0,0.0,0.0,5.0,21.0,0.0,2.6,4.0,1.0,3.0,2.62,2.35,2.1,1.5,0.7,0.6,0.48,93.0,3.0,24.0,20.0,49.0,10.0,93.0,7.0,4.0,57.1,3.0,42.9,65.0,398.0,277.0,15.0,5.0,6.0
Andrea Petagna,28.0,Forward,Serie A,Cagliari,18.0,13.0,995.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.0,2.6,11.0,14.0,56.0,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23,11.1,30.0,2.71,24.0,0.0,1.0,3.0,2.0,0.0,3.0,0.27,1.0,0.0,1.0,1.0,0.0,0.0,170.0,239.0,71.1,2451.0,422.0,95.0,123.0,77.2,51.0,72.0,70.8,13.0,18.0,72.2,1.0,1.0,1.1,0.0,18.0,10.0,5.0,0.0,14.0,0.0,18.0,22.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,25.0,26.0,30.0,46.4,1.0,20.0,8.0,40.0,1.81,0.72,0.05,0.13,13.7,0.0,0.0,0.0,1.6,1.6,0.08,-0.6,-0.6,4.0,2.0,1.0,0.0,3.0,1.0,2.0,50.0,1.0,6.0,3.0,3.0,1.0,5.0,4.0,0.0,55.0,29.1,13.0,72.0,4.0,5.0,12.0,10.0,0.72,12.0,20.0,-8.0,-0.72,-0.06,10.9,19.2,-8.2,-0.75,-0.62,328.0,8.0,26.0,153.0,153.0,39.0,328.0,17.0,11.0,64.7,4.0,23.5,180.0,923.0,264.0,11.0,8.0,3.0
Luca Pfeiffer,26.0,Forward,Bundesliga,Darmstadt 98,24.0,20.0,1619.0,18.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,4.6,4.6,1.7,6.3,15.0,37.0,81.0,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,18.0,49.0,2.73,33.0,1.0,2.0,8.0,5.0,0.0,6.0,0.33,4.0,0.0,0.0,2.0,0.0,0.0,290.0,414.0,70.0,4273.0,930.0,169.0,216.0,78.2,96.0,137.0,70.1,16.0,32.0,50.0,4.0,1.7,1.0,2.3,19.0,20.0,8.0,1.0,37.0,0.0,28.0,27.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,67.0,54.0,55.0,49.5,1.0,48.0,18.0,37.5,2.67,1.0,0.02,0.06,15.7,0.0,0.0,0.0,4.6,4.6,0.1,-3.6,-3.6,11.0,6.0,2.0,6.0,3.0,5.0,11.0,45.5,6.0,5.0,1.0,4.0,2.0,13.0,21.0,0.0,67.0,52.9,20.0,77.0,9.0,4.0,20.0,6.0,0.46,20.0,37.0,-17.0,-0.95,1.49,20.0,32.4,-12.4,-0.69,1.09,565.0,25.0,66.0,266.0,237.0,59.0,565.0,21.0,7.0,33.3,9.0,42.9,278.0,1365.0,529.0,15.0,14.0,2.0
Maximilian Philipp,29.0,Forward,Bundesliga,Freiburg,17.0,1.0,323.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.4,0.9,3.0,6.0,28.0,0.28,0.0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25,3.6,8.0,2.22,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,81.0,109.0,74.3,1056.0,161.0,47.0,54.0,87.0,24.0,32.0,75.0,2.0,3.0,66.7,0.0,0.4,0.4,-0.4,3.0,6.0,2.0,1.0,6.0,0.0,10.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,11.0,7.0,14.0,33.3,1.0,9.0,3.0,33.3,2.51,0.84,0.11,0.33,12.7,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5,8.0,5.0,4.0,4.0,0.0,1.0,6.0,16.7,5.0,7.0,0.0,7.0,1.0,9.0,3.0,0.0,19.0,10.6,1.0,72.0,0.0,16.0,16.0,7.0,0.88,7.0,7.0,0.0,0.0,0.43,5.1,8.5,-3.5,-0.97,-1.05,155.0,4.0,22.0,76.0,57.0,14.0,155.0,1.0,0.0,0.0,1.0,100.0,94.0,341.0,105.0,3.0,4.0,2.0
Jaden Philogene Bidace,21.0,Forward,Premier League,Aston Villa,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,27.0,5.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,-1.0,-22.5,-22.92,0.3,0.6,-0.3,-5.72,-5.81,4.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,39.0,2.0,1.0,1.0
Roberto Piccoli,22.0,Forward,Serie A,Empoli,2.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.4,2.0,4.74,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,47.0,16.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3,0.0,1.0,0.0,0.0,2.31,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.1,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,1.0,-1.0,-2.31,-1.67,0.4,0.9,-0.5,-1.16,-0.73,10.0,0.0,0.0,4.0,6.0,1.0,10.0,1.0,0.0,0.0,1.0,100.0,5.0,12.0,1.0,0.0,0.0,0.0
Roberto Piccoli,22.0,Forward,Serie A,Lecce,35.0,12.0,1378.0,15.3,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,6.4,5.6,0.9,6.5,25.0,19.0,72.0,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,15.3,32.0,2.09,20.0,0.0,3.0,8.0,1.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,147.0,246.0,59.8,1864.0,373.0,92.0,142.0,64.8,36.0,59.0,61.0,5.0,10.0,50.0,0.0,0.9,0.6,-0.9,10.0,4.0,2.0,0.0,19.0,0.0,28.0,13.0,15.0,6.0,4.0,6.0,0.0,0.0,0.0,38.0,53.0,84.0,38.7,5.0,56.0,20.0,35.7,3.66,1.31,0.07,0.2,16.5,1.0,1.0,1.0,6.4,5.6,0.1,-1.4,-1.6,10.0,6.0,3.0,5.0,2.0,1.0,4.0,25.0,3.0,17.0,1.0,16.0,4.0,14.0,16.0,0.0,39.0,40.3,12.0,75.0,4.0,23.0,21.0,0.0,0.97,16.0,21.0,-5.0,-0.33,0.42,19.6,22.3,-2.7,-0.18,0.15,478.0,15.0,57.0,206.0,224.0,77.0,477.0,34.0,13.0,38.2,19.0,55.9,265.0,1364.0,598.0,25.0,12.0,14.0
