Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Florian Dietz,24.0,Forward,Bundesliga,Köln,5.0,0.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46,0.8,4.0,5.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,68.4,135.0,12.0,12.0,14.0,85.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,20.0,0.0,3.0,1.0,33.3,3.86,1.29,0.0,0.0,15.8,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,2.3,0.0,0.0,0.0,5.0,14.0,5.0,0.4,0.0,2.0,-2.0,-2.57,-1.67,0.9,1.1,-0.2,-0.22,0.54,32.0,0.0,2.0,17.0,13.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,3.0,0.0,1.0,0.0
Eren Dinkçi,21.0,Forward,Bundesliga,Heidenheim,33.0,33.0,2650.0,29.4,10.0,5.0,15.0,10.0,0.0,0.0,8.0,0.0,4.3,4.3,3.7,8.0,85.0,89.0,143.0,0.34,0.17,0.51,0.34,0.51,0.15,0.13,0.27,0.15,0.27,29.4,86.0,2.92,61.0,5.0,7.0,7.0,6.0,0.0,13.0,0.44,9.0,0.0,3.0,1.0,0.0,0.0,508.0,819.0,62.0,8305.0,3108.0,257.0,360.0,71.4,181.0,266.0,68.0,46.0,86.0,53.5,5.0,3.7,3.7,1.3,36.0,65.0,33.0,15.0,89.0,0.0,28.0,22.0,2.0,79.0,12.0,18.0,0.0,0.0,0.0,155.0,11.0,24.0,31.4,10.0,49.0,21.0,42.9,1.66,0.71,0.2,0.48,19.7,0.0,0.0,0.0,4.3,4.3,0.09,5.7,5.7,32.0,18.0,16.0,13.0,3.0,19.0,48.0,39.6,29.0,40.0,4.0,36.0,12.0,44.0,21.0,0.0,80.0,86.6,33.0,80.0,7.0,0.0,0.0,0.0,1.27,43.0,45.0,-2.0,-0.07,0.59,32.8,48.1,-15.3,-0.52,1.06,1187.0,24.0,182.0,576.0,468.0,76.0,1187.0,95.0,41.0,43.2,46.0,48.4,675.0,4819.0,2416.0,85.0,59.0,22.0
Sofiane Diop,23.0,Forward,Ligue 1,Nice,10.0,6.0,499.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,20.0,17.0,43.0,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,5.5,17.0,3.07,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,176.0,81.3,2076.0,491.0,76.0,88.0,86.4,52.0,62.0,83.9,5.0,9.0,55.6,0.0,0.8,0.9,-0.8,8.0,7.0,7.0,2.0,17.0,0.0,9.0,12.0,8.0,13.0,3.0,6.0,0.0,0.0,0.0,28.0,1.0,4.0,20.0,0.0,14.0,6.0,42.9,2.53,1.08,0.0,0.0,20.7,2.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2,8.0,6.0,3.0,4.0,1.0,4.0,10.0,40.0,6.0,4.0,0.0,4.0,3.0,11.0,3.0,0.0,50.0,16.3,6.0,68.0,0.0,4.0,24.0,0.0,2.2,7.0,3.0,4.0,0.72,0.48,8.0,4.7,3.3,0.6,0.21,249.0,5.0,42.0,100.0,118.0,16.0,249.0,22.0,6.0,27.3,16.0,72.7,190.0,1329.0,589.0,20.0,18.0,6.0
Ben Doak,17.0,Forward,Premier League,Liverpool,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,45.0,8.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.4,0.0,0.0,0.0,1.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.24,-0.87,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0
Jeremy Doku,21.0,Forward,Premier League,Manchester City,29.0,18.0,1595.0,17.7,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,4.6,7.1,218.0,57.0,295.0,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.4,0.14,0.4,17.7,111.0,6.26,82.0,1.0,17.0,6.0,5.0,0.0,15.0,0.85,10.0,0.0,2.0,1.0,2.0,0.0,693.0,852.0,81.3,9699.0,1538.0,452.0,507.0,89.2,198.0,254.0,78.0,26.0,33.0,78.8,8.0,4.6,5.9,3.4,45.0,14.0,40.0,7.0,57.0,0.0,15.0,33.0,5.0,61.0,9.0,22.0,2.0,0.0,0.0,75.0,2.0,3.0,40.0,3.0,55.0,19.0,34.5,3.1,1.07,0.05,0.16,16.4,0.0,0.0,0.0,2.5,2.5,0.05,0.5,0.5,39.0,22.0,13.0,12.0,14.0,9.0,20.0,45.0,11.0,14.0,0.0,14.0,9.0,48.0,5.0,0.0,55.0,46.6,18.0,76.0,7.0,11.0,20.0,2.0,2.38,50.0,19.0,31.0,1.75,0.22,39.7,16.7,22.9,1.29,0.21,1161.0,5.0,76.0,275.0,825.0,226.0,1161.0,169.0,87.0,51.5,64.0,37.9,879.0,7535.0,4884.0,218.0,61.0,147.0
Jeremy Doku,21.0,Forward,Ligue 1,Rennes,2.0,1.0,111.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,11.0,5.0,19.0,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,1.2,9.0,7.23,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,87.8,623.0,133.0,25.0,29.0,86.2,15.0,16.0,93.8,2.0,2.0,100.0,0.0,0.2,0.6,-0.2,3.0,0.0,3.0,1.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,6.0,4.0,66.7,4.86,3.24,0.17,0.25,13.6,0.0,0.0,0.0,0.6,0.6,0.1,0.4,0.4,2.0,2.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,3.6,1.0,83.0,0.0,1.0,28.0,0.0,2.0,3.0,1.0,2.0,1.62,1.47,3.5,0.6,2.9,2.3,2.02,61.0,1.0,6.0,17.0,44.0,12.0,61.0,9.0,9.0,100.0,0.0,0.0,60.0,627.0,342.0,11.0,6.0,7.0
Mario Dominguez,19.0,Forward,La Liga,Valencia,3.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,56.0,22.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,33.3,10.8,3.6,0.0,0.0,17.3,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.7,0.0,0.0,0.0,3.0,8.0,4.0,0.33,0.0,1.0,-1.0,-3.6,-3.49,0.4,0.4,0.0,0.03,0.14,10.0,0.0,0.0,2.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,0.0,0.0
Jamie Donley,18.0,Forward,Premier League,Tottenham,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.1,0.0,0.0,0.0,3.0,1.0,10.0,2.33,0.0,1.0,-1.0,-30.0,-30.37,0.0,0.5,-0.5,-14.76,-14.9,7.0,2.0,4.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,100.0,2.0,9.0,8.0,0.0,0.0,0.0
Abdoulaye Doucouré,30.0,Forward,Premier League,Everton,32.0,32.0,2629.0,29.2,7.0,1.0,8.0,7.0,0.0,0.0,7.0,0.0,8.8,8.8,2.9,11.6,55.0,97.0,140.0,0.24,0.03,0.27,0.24,0.27,0.3,0.1,0.4,0.3,0.4,29.2,67.0,2.29,59.0,0.0,0.0,6.0,1.0,1.0,5.0,0.17,3.0,0.0,0.0,2.0,0.0,0.0,683.0,893.0,76.5,9807.0,2329.0,381.0,453.0,84.1,239.0,288.0,83.0,28.0,59.0,47.5,1.0,2.9,1.5,-1.9,34.0,43.0,18.0,1.0,97.0,0.0,53.0,8.0,21.0,26.0,15.0,27.0,0.0,1.0,0.0,144.0,24.0,40.0,37.5,7.0,47.0,21.0,44.7,1.61,0.72,0.15,0.33,12.2,0.0,0.0,0.0,8.8,8.8,0.2,-1.8,-1.8,43.0,27.0,20.0,14.0,9.0,18.0,46.0,39.1,28.0,23.0,3.0,20.0,15.0,58.0,19.0,0.0,82.0,76.9,32.0,82.0,17.0,0.0,0.0,0.0,1.44,33.0,36.0,-3.0,-0.1,0.81,40.3,41.8,-1.5,-0.05,-0.08,1190.0,36.0,188.0,523.0,495.0,100.0,1190.0,48.0,25.0,52.1,21.0,43.8,635.0,3292.0,1692.0,55.0,37.0,17.0
Siriné Doucouré,21.0,Forward,Ligue 1,Lorient,11.0,5.0,423.0,4.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.3,2.2,14.0,5.0,35.0,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47,4.7,13.0,2.78,11.0,0.0,1.0,1.0,0.0,0.0,4.0,0.86,4.0,0.0,0.0,0.0,0.0,0.0,71.0,94.0,75.5,913.0,208.0,44.0,54.0,81.5,15.0,22.0,68.2,4.0,7.0,57.1,3.0,1.3,0.6,1.7,10.0,4.0,1.0,0.0,5.0,0.0,10.0,6.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,8.0,17.0,24.0,41.5,1.0,9.0,5.0,55.6,1.91,1.06,0.11,0.2,12.6,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,8.0,6.0,0.0,4.0,4.0,3.0,3.0,100.0,0.0,4.0,0.0,4.0,1.0,9.0,6.0,0.0,38.0,13.8,5.0,60.0,0.0,6.0,21.0,2.0,0.64,8.0,7.0,1.0,0.21,1.03,5.2,7.2,-2.0,-0.42,0.09,181.0,7.0,10.0,83.0,89.0,35.0,181.0,25.0,13.0,52.0,11.0,44.0,122.0,787.0,315.0,14.0,7.0,12.0
Anastasios Douvikas,23.0,Forward,La Liga,Celta Vigo,32.0,7.0,905.0,10.1,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,4.6,4.6,1.3,5.9,10.0,13.0,53.0,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59,10.1,20.0,1.99,11.0,0.0,3.0,4.0,2.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,105.0,166.0,63.3,1387.0,216.0,63.0,91.0,69.2,29.0,45.0,64.4,4.0,7.0,57.1,1.0,1.3,0.6,-0.3,8.0,7.0,6.0,1.0,13.0,0.0,18.0,30.0,6.0,2.0,2.0,7.0,0.0,0.0,0.0,22.0,35.0,28.0,55.6,7.0,26.0,15.0,57.7,2.59,1.49,0.27,0.47,13.5,0.0,0.0,0.0,4.6,4.6,0.18,2.4,2.4,15.0,7.0,2.0,6.0,7.0,3.0,8.0,37.5,5.0,6.0,3.0,3.0,2.0,17.0,9.0,0.0,28.0,26.5,7.0,73.0,2.0,25.0,16.0,3.0,1.16,12.0,23.0,-11.0,-1.09,-1.09,13.8,21.3,-7.5,-0.74,-0.88,292.0,10.0,25.0,123.0,145.0,49.0,292.0,22.0,9.0,40.9,11.0,50.0,172.0,842.0,319.0,10.0,6.0,6.0
Artem Dovbyk,26.0,Forward,La Liga,Girona,36.0,32.0,2587.0,28.7,24.0,8.0,32.0,17.0,7.0,8.0,2.0,0.0,24.2,17.9,6.2,24.1,18.0,26.0,118.0,0.83,0.28,1.11,0.59,0.87,0.84,0.21,1.05,0.62,0.84,28.7,57.0,1.98,41.0,0.0,6.0,8.0,2.0,0.0,13.0,0.45,9.0,0.0,1.0,3.0,0.0,0.0,277.0,392.0,70.7,3272.0,471.0,186.0,235.0,79.1,62.0,89.0,69.7,5.0,6.0,83.3,8.0,6.2,3.7,1.8,27.0,9.0,10.0,0.0,26.0,0.0,27.0,13.0,33.0,1.0,0.0,3.0,0.0,0.0,0.0,24.0,39.0,40.0,49.4,24.0,77.0,36.0,46.8,2.68,1.25,0.22,0.47,12.4,1.0,7.0,8.0,24.2,17.9,0.23,-0.2,-0.9,4.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,1.0,7.0,0.0,4.0,17.0,0.0,72.0,75.6,32.0,78.0,10.0,4.0,26.0,0.0,2.19,67.0,36.0,31.0,1.08,0.21,56.5,38.9,17.6,0.61,0.73,606.0,19.0,36.0,230.0,341.0,185.0,598.0,25.0,17.0,68.0,8.0,32.0,351.0,1294.0,449.0,18.0,7.0,16.0
Damion Downs,19.0,Forward,Bundesliga,Köln,10.0,0.0,181.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.99,0.0,0.99,0.99,0.99,0.51,0.0,0.51,0.51,0.51,2.0,4.0,1.99,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,66.7,316.0,48.0,14.0,18.0,77.8,3.0,5.0,60.0,3.0,4.0,75.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0,14.3,2.0,5.0,2.0,40.0,2.49,0.99,0.4,1.0,10.9,0.0,0.0,0.0,1.0,1.0,0.21,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0,5.9,0.0,0.0,0.0,10.0,18.0,2.0,0.6,5.0,4.0,1.0,0.5,1.53,6.3,4.2,2.2,1.08,1.94,52.0,1.0,4.0,21.0,27.0,8.0,52.0,4.0,1.0,25.0,3.0,75.0,22.0,89.0,37.0,1.0,1.0,1.0
Dion Drena Beljo,21.0,Forward,Bundesliga,Augsburg,26.0,3.0,581.0,6.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.5,3.5,16.0,20.0,35.0,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54,6.5,21.0,3.25,12.0,0.0,3.0,2.0,4.0,0.0,3.0,0.46,1.0,0.0,0.0,1.0,1.0,0.0,115.0,160.0,71.9,1717.0,335.0,55.0,77.0,71.4,47.0,59.0,79.7,4.0,6.0,66.7,0.0,0.5,0.8,-0.5,8.0,5.0,8.0,1.0,20.0,0.0,9.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,18.0,15.0,54.5,2.0,19.0,7.0,36.8,2.94,1.08,0.11,0.29,13.4,0.0,0.0,0.0,3.0,3.0,0.16,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,7.0,1.0,1.0,4.0,0.0,22.0,19.0,3.0,74.0,1.0,23.0,16.0,5.0,1.12,10.0,14.0,-4.0,-0.62,-0.4,9.7,13.5,-3.8,-0.58,-0.31,239.0,5.0,24.0,92.0,126.0,38.0,239.0,24.0,11.0,45.8,10.0,41.7,133.0,963.0,402.0,16.0,13.0,6.0
Marvin Ducksch,29.0,Forward,Bundesliga,Werder Bremen,33.0,32.0,2696.0,30.0,12.0,9.0,21.0,7.0,5.0,6.0,9.0,0.0,12.8,7.9,7.8,15.7,17.0,88.0,150.0,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,30.0,109.0,3.64,51.0,40.0,5.0,9.0,3.0,1.0,14.0,0.47,7.0,5.0,0.0,1.0,1.0,0.0,566.0,950.0,59.6,9838.0,3256.0,273.0,360.0,75.8,184.0,300.0,61.3,84.0,203.0,41.4,9.0,7.8,6.5,1.2,58.0,41.0,30.0,2.0,88.0,0.0,6.0,18.0,18.0,159.0,4.0,3.0,1.0,0.0,0.0,83.0,21.0,42.0,33.3,12.0,74.0,32.0,43.2,2.47,1.07,0.09,0.22,18.9,12.0,5.0,6.0,12.8,7.9,0.11,-0.8,-0.9,8.0,3.0,4.0,3.0,1.0,6.0,14.0,42.9,8.0,2.0,0.0,2.0,4.0,12.0,25.0,0.0,82.0,88.1,32.0,83.0,15.0,1.0,45.0,0.0,1.18,41.0,50.0,-9.0,-0.3,-1.04,39.3,49.7,-10.4,-0.35,-0.54,1166.0,25.0,81.0,531.0,559.0,110.0,1160.0,28.0,12.0,42.9,16.0,57.1,586.0,2105.0,834.0,17.0,20.0,7.0
Jhon Durán,19.0,Forward,Premier League,Aston Villa,23.0,3.0,475.0,5.3,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,2.0,0.3,2.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,5.3,12.0,2.27,8.0,0.0,1.0,1.0,1.0,1.0,4.0,0.76,1.0,0.0,1.0,0.0,1.0,1.0,83.0,121.0,68.6,1095.0,220.0,51.0,69.0,73.9,24.0,29.0,82.8,3.0,5.0,60.0,0.0,0.3,0.2,-0.3,4.0,6.0,1.0,0.0,9.0,0.0,12.0,8.0,4.0,6.0,1.0,5.0,1.0,0.0,0.0,15.0,20.0,12.0,62.5,5.0,20.0,7.0,35.0,3.79,1.33,0.25,0.71,16.8,0.0,0.0,0.0,2.0,2.0,0.1,3.0,3.0,6.0,5.0,3.0,1.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,1.0,7.0,10.0,0.0,21.0,13.9,3.0,68.0,1.0,20.0,14.0,5.0,1.74,15.0,12.0,3.0,0.57,0.2,8.6,11.3,-2.6,-0.5,-0.68,189.0,8.0,22.0,90.0,80.0,27.0,189.0,5.0,2.0,40.0,3.0,60.0,102.0,508.0,206.0,9.0,5.0,5.0
Julien Duranville,17.0,Forward,Bundesliga,Dortmund,2.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.4,0.0,0.0,0.0,2.0,6.0,3.0,0.5,0.0,1.0,-1.0,-7.5,-8.27,0.1,0.1,0.0,0.07,-0.27,14.0,0.0,1.0,6.0,7.0,1.0,14.0,5.0,3.0,60.0,2.0,40.0,12.0,57.0,26.0,2.0,1.0,1.0
Hugo Duro,23.0,Forward,La Liga,Valencia,37.0,35.0,2976.0,33.1,13.0,2.0,15.0,13.0,0.0,0.0,4.0,0.0,11.5,11.5,1.3,12.9,27.0,34.0,157.0,0.39,0.06,0.45,0.39,0.45,0.35,0.04,0.39,0.35,0.39,33.1,49.0,1.48,25.0,0.0,4.0,5.0,14.0,1.0,9.0,0.27,4.0,0.0,1.0,1.0,3.0,0.0,406.0,570.0,71.2,5076.0,712.0,259.0,322.0,80.4,108.0,151.0,71.5,7.0,15.0,46.7,2.0,1.3,0.6,0.7,14.0,19.0,4.0,0.0,34.0,0.0,41.0,95.0,17.0,7.0,5.0,8.0,3.0,0.0,0.0,81.0,58.0,125.0,31.7,13.0,66.0,29.0,43.9,2.0,0.88,0.2,0.45,12.9,2.0,0.0,0.0,11.5,11.5,0.17,1.5,1.5,16.0,8.0,5.0,8.0,3.0,9.0,29.0,31.0,20.0,24.0,5.0,19.0,5.0,21.0,27.0,0.0,80.0,87.0,35.0,83.0,13.0,2.0,30.0,0.0,1.32,35.0,33.0,2.0,0.06,1.48,35.8,35.4,0.3,0.01,0.99,913.0,36.0,92.0,416.0,418.0,123.0,913.0,41.0,13.0,31.7,22.0,53.7,512.0,2033.0,782.0,27.0,20.0,13.0
Paulo Dybala,29.0,Forward,Serie A,Roma,28.0,25.0,1959.0,21.8,13.0,9.0,22.0,6.0,7.0,7.0,3.0,0.0,10.6,5.1,4.3,9.4,79.0,122.0,167.0,0.6,0.41,1.01,0.28,0.69,0.49,0.2,0.68,0.23,0.43,21.8,95.0,4.36,56.0,25.0,3.0,4.0,6.0,1.0,19.0,0.87,12.0,4.0,2.0,0.0,1.0,0.0,790.0,1000.0,79.0,12944.0,3000.0,409.0,461.0,88.7,272.0,330.0,82.4,80.0,140.0,57.1,9.0,4.3,4.0,4.7,50.0,67.0,37.0,0.0,122.0,0.0,12.0,50.0,5.0,88.0,3.0,13.0,0.0,0.0,0.0,83.0,7.0,21.0,25.0,13.0,52.0,16.0,30.8,2.39,0.74,0.12,0.38,21.2,5.0,7.0,7.0,10.6,5.1,0.1,2.4,0.9,22.0,13.0,3.0,10.0,9.0,2.0,18.0,11.1,16.0,12.0,0.0,12.0,3.0,25.0,6.0,1.0,70.0,57.3,25.0,75.0,7.0,3.0,24.0,1.0,1.79,45.0,27.0,18.0,0.83,0.77,32.8,21.8,11.0,0.51,0.59,1277.0,8.0,87.0,590.0,612.0,88.0,1270.0,77.0,28.0,36.4,43.0,55.8,808.0,5078.0,2296.0,79.0,61.0,31.0
